id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1236827368658010113,1236827368658010113,1583717598000,2020-03-08,22:33:18,-03,1160083906877636608,jpsuvcarabobo,JuventudPSUV Carabobo,,"Hugo Chávez: El amor que alberga el corazón de una mujer es fuerza sublime para salvar la Causa Humana. Son ustedes la Vanguardia de esta Batalla.

#MujerVanguardiaDeLaRevolución pic.twitter.com/KE5peuo2zw",[],[],['https://pbs.twimg.com/media/ESoX6iwWsAAK7_9.jpg'],0,11,0,['#mujervanguardiadelarevolución'],[],https://twitter.com/JPSUVCarabobo/status/1236827368658010113,False,,0,,,,,,,"[{'user_id': '1160083906877636608', 'username': 'JPSUVCarabobo'}]",
1236827301356146688,1236827301356146688,1583717582000,2020-03-08,22:33:02,-03,1222701600143216640,ffm_valencia,LUCHADORES SOCIALES🇻🇪,,"Hugo Chávez: El amor que alberga el corazón de una mujer es fuerza sublime para salvar la Causa Humana. Son ustedes la Vanguardia de esta Batalla.

#MujerVanguardiaDeLaRevolución pic.twitter.com/2NfMXi8383",[],[],['https://pbs.twimg.com/media/ESoX1rrWsAIuKpD.jpg'],0,6,0,['#mujervanguardiadelarevolución'],[],https://twitter.com/ffm_valencia/status/1236827301356146688,False,,0,,,,,,,"[{'user_id': '1222701600143216640', 'username': 'ffm_valencia'}]",
1236826894894596099,1236826894894596099,1583717485000,2020-03-08,22:31:25,-03,752692962539216896,jpsuv_valencia,JuventudPSUV Valencia,,"Hugo Chávez: Sin la verdadera liberación de la mujer, sería imposible la liberación plena de los pueblos y estoy convencido de que un auténtico socialista debe ser también un auténtico feminista.

#MujerVanguardiaDeLaRevolución pic.twitter.com/NBSoIF5M8b",[],[],['https://pbs.twimg.com/media/ESoXdJOXkAAovjh.jpg'],0,14,1,['#mujervanguardiadelarevolución'],[],https://twitter.com/JPSUV_Valencia/status/1236826894894596099,False,,0,,,,,,,"[{'user_id': '752692962539216896', 'username': 'JPSUV_Valencia'}]",
1236825042991878144,1236825042991878144,1583717044000,2020-03-08,22:24:04,-03,722107769143369728,quetalquita,Qué Talca,,"¡¡¡HISTÓRICAS!!! 💜✊

Una multitudinaria jornada de movilizaciones se realizó hoy, en una nueva conmemoración del día de la mujer. Más de 12.000 personas en Talca, transformándose en una de las marchas + masivas de las que se tenga registro en nuestra ciudad. 

#8M #NiUnaMenos pic.twitter.com/P3U5fGY5EQ",[],[],"['https://pbs.twimg.com/media/ESoVxrvXsAIY0B-.jpg', 'https://pbs.twimg.com/media/ESoVyiFXYAAE8-o.jpg', 'https://pbs.twimg.com/media/ESoVzlFX0AE2BLo.jpg']",2,117,228,"['#8m', '#niunamenos']",[],https://twitter.com/quetalquita/status/1236825042991878144,False,,0,,,,,,,"[{'user_id': '722107769143369728', 'username': 'quetalquita'}]",
1236824957310636033,1236824957310636033,1583717023000,2020-03-08,22:23:43,-03,1093996831271469061,valenti61915465,Valentina,,"Pdte @NicolasMaduro : Desde mi corazón profundamente feminista, mi reconocimiento y gratitud a la mujer venezolana. Reitero el compromiso de la Revolución por garantizarles una vida plena, libre de todas las formas de violencia de género. 

#MujerVanguardiaDeLaRevolución pic.twitter.com/8Rrn9Sh0yr",['nicolasmaduro'],[],['https://pbs.twimg.com/media/ESoVuMtXYAEkUY5.jpg'],0,6,0,['#mujervanguardiadelarevolución'],[],https://twitter.com/Valenti61915465/status/1236824957310636033,False,,0,,,,,,,"[{'user_id': '1093996831271469061', 'username': 'Valenti61915465'}, {'user_id': '1252764865', 'username': 'NicolasMaduro'}]",
1236824778977271815,1236824778977271815,1583716981000,2020-03-08,22:23:01,-03,1216506700175499265,bethereforyouot,Buah,,"Bruno esta destrozadisimo porque le han echado la culpa de la nominacion de Hugo, de sentirse culpable por contar una canción que tendría que cantar una mujer y de una mierda de excusa por parte del jurado. Estoy harta de hunda así a personas de gratis. #OTDirecto9M #OTChat8",[],[],[],5,102,602,"['#otdirecto9m', '#otchat8']",[],https://twitter.com/BeThereForYouOT/status/1236824778977271815,False,,0,,,,,,,"[{'user_id': '1216506700175499265', 'username': 'BeThereForYouOT'}]",
1236824419206602752,1236824419206602752,1583716895000,2020-03-08,22:21:35,-03,1223011999946330112,andremagne90,Andremagne90@gmail.com,,Día de la mujer👼💓  pic.twitter.com/3YlRxJVFAU,[],[],['https://pbs.twimg.com/media/ESoVP3vXsAEWsCj.jpg'],0,0,2,[],[],https://twitter.com/andremagne90/status/1236824419206602752,False,,0,,,,,,,"[{'user_id': '1223011999946330112', 'username': 'andremagne90'}]",
1236823759123857412,1236823759123857412,1583716737000,2020-03-08,22:18:57,-03,302219334,tere_marinovic,Tere Marinovic Vial,,"Si alienígenas hubieran ido a la marcha de hoy sin haber visto antes a una mujer, hubieran concluido que se estaban ante una especie inferior. Parecía triatlón en estupidez, ordinariez y resentimiento.",[],[],[],520,1436,4524,[],[],https://twitter.com/tere_marinovic/status/1236823759123857412,False,,0,,,,,,,"[{'user_id': '302219334', 'username': 'tere_marinovic'}]",
1236822046102949889,1236822046102949889,1583716329000,2020-03-08,22:12:09,-03,1174410508662988800,dvf631,Dvf63,,"#8Mar|  📢 #MujerVanguardiaDeLaRevolución

El Comandante Chávez nos enseñó que el amor de una mujer, es la fuerza sublime para salvar la causa humana y construir el socialismo del siglo XXI  pic.twitter.com/kucwss41Vm",[],[],['https://pbs.twimg.com/media/ESoTC1hWoAAAixD.jpg'],0,10,4,"['#8mar', '#mujervanguardiadelarevolución']",[],https://twitter.com/Dvf631/status/1236822046102949889,False,,0,,,,,,,"[{'user_id': '1174410508662988800', 'username': 'Dvf631'}]",
1236820963590799361,1236820963590799361,1583716071000,2020-03-08,22:07:51,-03,872094791034691584,ocejoal,Almudena Ocejo,,"Soy mujer que hace tronar 
Soy mujer que hace soñar 
Soy mujer araria, mujer chuparrosa 
Soy mujer águila, mujer águila dueña 
Soy mujer que gira porque soy mujer remolino 
Soy mujer de un lugar encantado, sagrado 
porque soy mujer aerolito 
(María Sabina) #8M2020  pic.twitter.com/LDe08npM02",[],[],"['https://pbs.twimg.com/media/ESoSGlnWoAEbf4A.jpg', 'https://pbs.twimg.com/media/ESoSGldX0AAm6wO.jpg', 'https://pbs.twimg.com/media/ESoSGlkXQAYJu14.jpg', 'https://pbs.twimg.com/media/ESoSGlmWoAM0Dpo.jpg']",1,20,53,['#8m2020'],[],https://twitter.com/ocejoal/status/1236820963590799361,False,,0,,,,,,,"[{'user_id': '872094791034691584', 'username': 'ocejoal'}]",
1236820201804640257,1236820201804640257,1583715889000,2020-03-08,22:04:49,-03,295905698,leidyoterov,Marcela Otero,,Mujer eres mucho más de lo que crees ser. #8M2020 🌹 pic.twitter.com/3mtCx8CF4k,[],[],['https://pbs.twimg.com/media/ESoRZ5bXkAM4JnZ.jpg'],0,0,1,['#8m2020'],[],https://twitter.com/leidyoterov/status/1236820201804640257,False,,0,,,,,,,"[{'user_id': '295905698', 'username': 'leidyoterov'}]",
1236817729065308160,1236817729065308160,1583715300000,2020-03-08,21:55:00,-03,839299289792774144,mippcivzla,MIPPCI,,"#EnVideo 📹 | Vicepdta. Ejecutiva @DrodriguezVen: Es el espíritu de la mujer que juega un papel histórico como sujeto social para la transformación y reproducción de la patria.

#MujerVanguardiaDeLaRevolución pic.twitter.com/i8a3Dr4mt3",['drodriguezven'],[],[],3,183,72,"['#envideo', '#mujervanguardiadelarevolución']",[],https://twitter.com/Mippcivzla/status/1236817729065308160,False,,1,,,,,,,"[{'user_id': '839299289792774144', 'username': 'Mippcivzla'}, {'user_id': '1644228493', 'username': 'DrodriguezVen'}]",
1236816166737371136,1236816166737371136,1583714927000,2020-03-08,21:48:47,-03,749054227020910592,selegomezinfo,Julio,,¡Feliz día de la mujer! ⚘❤ #LoseYouToLoveMe #BestLyrics #iHeartAwards pic.twitter.com/8Rpds3TYsx,[],[],[],0,18,2,"['#loseyoutoloveme', '#bestlyrics', '#iheartawards']",[],https://twitter.com/selegomezinfo/status/1236816166737371136,False,,1,,,,,,,"[{'user_id': '749054227020910592', 'username': 'selegomezinfo'}]",
1236813811425906690,1236813811425906690,1583714366000,2020-03-08,21:39:26,-03,746076769,marianaliru,Mariana Limón,,"— ¡Soy mujer y este feminismo que raya y rompe no me representa!
—  pic.twitter.com/8qmjh73Zj3",[],[],['https://pbs.twimg.com/media/ESoLmbtX0AIEnNZ.jpg'],4,279,1344,[],[],https://twitter.com/marianaliru/status/1236813811425906690,False,,0,,,,,,,"[{'user_id': '746076769', 'username': 'marianaliru'}]",
1236813214672916480,1236813214672916480,1583714223000,2020-03-08,21:37:03,-03,1205653480075153408,gerardocorzo10,Gerardo Corzo,,QUIEN ES ESTA MUJER? 🤩🤩🥺  pic.twitter.com/d6vg3uPCpm,[],[],['https://pbs.twimg.com/media/ESoLD6ZXkAAZkFn.jpg'],0,0,22,[],[],https://twitter.com/GerardoCorzo10/status/1236813214672916480,False,,0,,,,,,,"[{'user_id': '1205653480075153408', 'username': 'GerardoCorzo10'}]",
1236812897654882305,1236812897654882305,1583714148000,2020-03-08,21:35:48,-03,4557375916,renataruizr,Renata,,Mujer valiente✊ @monlaferte #8M2020 pic.twitter.com/rViSaGPLng,['monlaferte'],[],['https://pbs.twimg.com/media/ESoKxY1XQAEoE9Q.jpg'],5,56,275,['#8m2020'],[],https://twitter.com/renataruizr/status/1236812897654882305,False,,0,,,,,,,"[{'user_id': '4557375916', 'username': 'renataruizr'}, {'user_id': '118247792', 'username': 'monlaferte'}]",
1236811784226512896,1236811784226512896,1583713882000,2020-03-08,21:31:22,-03,140622648,patricioferrer,Patricio Ferrer,,Se paso esta mujer 👏👏👏 #8M2020 pic.twitter.com/XywUEwPP0x,[],[],"['https://pbs.twimg.com/media/ESoJvUVXkAAzxp6.jpg', 'https://pbs.twimg.com/media/ESoJwVkWsAIYfZm.jpg']",7,74,126,['#8m2020'],[],https://twitter.com/patricioferrer/status/1236811784226512896,False,,0,,,,,,,"[{'user_id': '140622648', 'username': 'patricioferrer'}]",
1236811471943880706,1236811471943880706,1583713808000,2020-03-08,21:30:08,-03,1184834085514035201,daniaartex,Dania Artex,,"Llegue a todas las mujeres de Cuba y el mundo las más sinceras felicitaciones en este 8 de marzo “Día Internacional de la mujer”, #DíaInternacionaldelaMujer #SomosArtex pic.twitter.com/7ziW10894b",[],[],['https://pbs.twimg.com/media/ESoJeqjWsAAir28.jpg'],0,6,14,"['#díainternacionaldelamujer', '#somosartex']",[],https://twitter.com/DaniaArtex/status/1236811471943880706,False,,0,,,,,,,"[{'user_id': '1184834085514035201', 'username': 'DaniaArtex'}]",
1236811048998653958,1236811048998653958,1583713707000,2020-03-08,21:28:27,-03,783085325245640705,jou_kaiser,Johannes Kaiser,,"En este día de la mujer, recordemos a los millones de mujeres violadas, mandadas a campos de concentración, asesinadas por hambre, fusiladas e incluso gaseadas por el partido comunista, que hoy organiza las marchas feministas...",[],[],[],51,1147,2236,[],[],https://twitter.com/Jou_Kaiser/status/1236811048998653958,False,,0,,,,,,,"[{'user_id': '783085325245640705', 'username': 'Jou_Kaiser'}]",
1236810413746065409,1236810413746065409,1583713556000,2020-03-08,21:25:56,-03,8105922,clarincom,Clarín,,Día de la Mujer: Malena Galmarini le dio el día libre a las empleadas de AySA que quieran asistir a la marcha  https://www.clarin.com/sociedad/dia-mujer-malena-galmarini-dio-dia-libre-empleadas-aysa-quieran-asistir-marcha_0_o6jBV0i_.html?utm_medium=Social&utm_source=Twitter#Echobox=1583713181 …,[],['https://www.clarin.com/sociedad/dia-mujer-malena-galmarini-dio-dia-libre-empleadas-aysa-quieran-asistir-marcha_0_o6jBV0i_.html?utm_medium=Social&utm_source=Twitter#Echobox=1583713181'],[],496,87,427,[],[],https://twitter.com/clarincom/status/1236810413746065409,False,,0,,,,,,,"[{'user_id': '8105922', 'username': 'clarincom'}]",
1236810110221144065,1236810110221144065,1583713483000,2020-03-08,21:24:43,-03,1061799725945577472,tamara29786844,China 🍒,,Hola yo soy la mujer más FELIZ...😍😍😍  pic.twitter.com/SEKQwKrdbH,[],[],['https://pbs.twimg.com/media/ESoIN1LWoAEqCAF.jpg'],0,0,1,[],[],https://twitter.com/Tamara29786844/status/1236810110221144065,False,,0,,,,,,,"[{'user_id': '1061799725945577472', 'username': 'Tamara29786844'}]",
1236810097185230854,1236810097185230854,1583713480000,2020-03-08,21:24:40,-03,123321484,verdadcallada,María BlancaN. Covalles,,"#Marcha8M Lanzan bombas molotov a Palacio Nacional; hay un hombre detenido.

Pero, yo veo claramente a una mujer lanzar la bomba.  pic.twitter.com/r5XBvsx6oH",[],[],[],48,243,275,['#marcha8m'],[],https://twitter.com/VerdadCallada/status/1236810097185230854,False,,1,,,,,,,"[{'user_id': '123321484', 'username': 'VerdadCallada'}]",
1236810021905657856,1236810021905657856,1583713462000,2020-03-08,21:24:22,-03,1120869865437290498,alautnc,Lautnc🇲🇽,,"Esta mujer merece estar presa, por que usa una bomba molotov.  pic.twitter.com/CEj7p1q5ke",[],[],['https://pbs.twimg.com/media/ESoIKSCUEAE2H7y.jpg'],7,61,77,[],[],https://twitter.com/alautnc/status/1236810021905657856,False,,0,,,,,,,"[{'user_id': '1120869865437290498', 'username': 'alautnc'}]",
1236808160234688512,1236808160234688512,1583713018000,2020-03-08,21:16:58,-03,892018690740367360,linalopezra,𝓁𝒾𝓃𝒶,,Alguien que nos mire como Pumarejo mira a la mujer.  pic.twitter.com/wRmNOMoI12,[],[],['https://pbs.twimg.com/media/ESoGds6WoAA2W8X.jpg'],4,21,218,[],[],https://twitter.com/linalopezra/status/1236808160234688512,False,,0,,,,,,,"[{'user_id': '892018690740367360', 'username': 'linalopezra'}]",
1236808089539616773,1236808089539616773,1583713001000,2020-03-08,21:16:41,-03,1236117517384527872,arrietapriiiii,Priscila,,"Esa noche q ninguna mujer olvida, Donde te sentís una princesa, como en los cuentos, donde te rodeas de las personas q te quieren, y lo difrutas como nunca... ❤❤❤  pic.twitter.com/We3BPk9sjQ",[],[],['https://pbs.twimg.com/media/ESoGY6eWsAYWSK6.jpg'],1,0,11,[],[],https://twitter.com/arrietapriiiii/status/1236808089539616773,False,,0,,,,,,,"[{'user_id': '1236117517384527872', 'username': 'arrietapriiiii'}]",
1236807310158245888,1236807310158245888,1583712816000,2020-03-08,21:13:36,-03,618986578,andreabrugman,Andrea Brugman,,"FELICITACIONES a la Barra de la 6219 por la organización del Día de la Mujer, e involucrar a todos quienes apoyan la candidatura de @g_lopezmendez #GuillermoIntendente pic.twitter.com/OweysmYAIV",['g_lopezmendez'],[],"['https://pbs.twimg.com/media/ESoFqxaWkAAlAB6.jpg', 'https://pbs.twimg.com/media/ESoFrMEXYAIc3-a.jpg', 'https://pbs.twimg.com/media/ESoFrkmXsAI62ZM.jpg', 'https://pbs.twimg.com/media/ESoFsI9X0AQhQfg.jpg']",0,14,27,['#guillermointendente'],[],https://twitter.com/AndreaBrugman/status/1236807310158245888,False,,0,,,,,,,"[{'user_id': '618986578', 'username': 'AndreaBrugman'}, {'user_id': '481476490', 'username': 'g_lopezmendez'}]",
1236806152958156802,1236806152958156802,1583712540000,2020-03-08,21:09:00,-03,241439995,noalospoliticos,Carlos H. Bruch,,"Y asi el dia de la mujer en lugares calientes...
  pic.twitter.com/AHkTZ3W6mX",[],[],[],36,37,143,[],[],https://twitter.com/Noalospoliticos/status/1236806152958156802,False,,1,,,,,,,"[{'user_id': '241439995', 'username': 'Noalospoliticos'}]",
1236805242303524865,1236805242303524865,1583712323000,2020-03-08,21:05:23,-03,324542404,lolaraw_,Lola,,"Cuando saqué esta foto no sospeché que iba a gustarme más y más a través de los días. 

Una nena pidiendo quedarnos vivas y ser libres. 
Y la mano de una mujer, madre, hermana, amiga, que ayuda a sostener en un mundo hostil.

Somos ambas: la nena y la mano. 
✊🏽💚  pic.twitter.com/XodT2mQEwn",[],[],['https://pbs.twimg.com/media/ESoDzzoXgAI5D1N.jpg'],8,59,529,[],[],https://twitter.com/lolaraw_/status/1236805242303524865,False,,0,,,,,,,"[{'user_id': '324542404', 'username': 'lolaraw_'}]",
1236804719474921478,1236804719474921478,1583712198000,2020-03-08,21:03:18,-03,1223168594,ferbetancourt9,Fernanda 🙋🏻‍♀️,,"Aquí claramente se ve que quien lanzó la bomba molotov fue una mujer. 

Me da tristeza ver que por unas cuantas se culpe a todas, yo estuve en la marcha y el reclamo es por justicia. 

La policía debería detener a quien comete estos actos. 

#8marzo2020 pic.twitter.com/hrvHfqb0BD",[],[],[],512,1864,3664,['#8marzo2020'],[],https://twitter.com/FerBetancourt9/status/1236804719474921478,False,,1,,,,,,,"[{'user_id': '1223168594', 'username': 'FerBetancourt9'}]",
1236803895676088331,1236796076109246464,1583712002000,2020-03-08,21:00:02,-03,2646916837,winner19681711,J. R.,,#DiaInternacionalDeLaMujer mujer lanza bomba Molotov ELLA CULPABLE !!  pic.twitter.com/zPEMFSPlfY,['jerrxg13'],[],['https://pbs.twimg.com/media/ESoClK5XsAErDNn.jpg'],3,34,25,['#diainternacionaldelamujer'],[],https://twitter.com/winner19681711/status/1236803895676088331,False,,0,,,,,,,"[{'user_id': '2646916837', 'username': 'winner19681711'}, {'user_id': '340283630', 'username': 'JerrxG13'}]",
1236803022396592128,1236803022396592128,1583711793000,2020-03-08,20:56:33,-03,996769349057892355,fanny98485326,Fanny,,#NoMeRepresentan que asco si a esta le llaman defensa de los derechos no hay camionetas para incendio y hacen ésto!! Es que en la lucha también hay que ser congruente soy 100% defensora de la mujer pero ésto es vandalismo yo lo vi a mi nadie me contó  pic.twitter.com/m8nbYEmd0Z,[],[],['https://pbs.twimg.com/media/ESoBycYU4AItEAl.jpg'],56,550,873,['#nomerepresentan'],[],https://twitter.com/Fanny98485326/status/1236803022396592128,False,,0,,,,,,,"[{'user_id': '996769349057892355', 'username': 'Fanny98485326'}]",
1236802500625301504,1236802500625301504,1583711669000,2020-03-08,20:54:29,-03,1148782106501439489,esen_cuba,Empresa de Seguros Nacionales 🇨🇺,,"""Esta mujer cubana, tan bella, tan heroica, tan abnegada, flor para amar, estrella para mirar, coraza para resistir."" - José Martí. 🌼🌼
Pintura: Abrazo de Servando Cabrera. #DiaInternacionalDeLaMujer pic.twitter.com/XdNeGVsU3F",[],[],['https://pbs.twimg.com/media/ESn_vrBXgAMF75q.jpg'],0,14,22,['#diainternacionaldelamujer'],[],https://twitter.com/Esen_Cuba/status/1236802500625301504,False,,0,,,,,,,"[{'user_id': '1148782106501439489', 'username': 'Esen_Cuba'}]",
1236801997464121345,1236801997464121345,1583711549000,2020-03-08,20:52:29,-03,1215087996053135371,claudia96114327,Claudia🌻💛🌞💜,,#8M2020 estoy feliz de ser mujer 💜♀️👩  pic.twitter.com/l5xdqKHrdU,[],[],['https://pbs.twimg.com/media/ESoA2kPX0AA3uy2.jpg'],0,0,2,['#8m2020'],[],https://twitter.com/Claudia96114327/status/1236801997464121345,False,,0,,,,,,,"[{'user_id': '1215087996053135371', 'username': 'Claudia96114327'}]",
1236800009233993730,1236800009233993730,1583711075000,2020-03-08,20:44:35,-03,68042528,valepizzas,Luis Orlando 🌎⛈☔🇨🇱🇺🇸,,Mujer lanza bomba Molotov a los policías pero fallo y se encendió antes !!!   pic.twitter.com/czbknX6ubC,[],[],[],2851,7491,19070,[],[],https://twitter.com/valepizzas/status/1236800009233993730,False,,1,,,,,,,"[{'user_id': '68042528', 'username': 'valepizzas'}]",
1236799227721854976,1236799227721854976,1583710889000,2020-03-08,20:41:29,-03,148753334,angelalerena,Angela Lerena 🏟,,"En el día de la mujer, un recordatorio: no existimos para complacerte, ni para procrear, ni para que recrees tu vista. Tenemos deseos, anhelos y miedos. Tenemos los mismos derechos que vos. Todo lo que exigimos es que lo comprendas. #8M2020",[],[],[],26,573,2870,['#8m2020'],[],https://twitter.com/Angelalerena/status/1236799227721854976,False,,0,,,,,,,"[{'user_id': '148753334', 'username': 'Angelalerena'}]",
1236798260825608192,1236798260825608192,1583710658000,2020-03-08,20:37:38,-03,2956079481,alvaradokrisa,Kris A Alv,,le dicen uds o le digo yo??  Feliz día de la mujer  pic.twitter.com/2P1rbPmVit,[],[],['https://pbs.twimg.com/media/ESn9dibVAAA8L0F.jpg'],5,0,15,[],[],https://twitter.com/alvaradokrisa/status/1236798260825608192,False,,0,,,,,,,"[{'user_id': '2956079481', 'username': 'alvaradokrisa'}]",
1236796417563332610,1236796417563332610,1583710219000,2020-03-08,20:30:19,-03,840779144933830656,selfcareequeen1,Queens_selfcaree 🌻,,Dia de la mujer #8M 💜✊ pic.twitter.com/ApwHihVGbc,[],[],"['https://pbs.twimg.com/media/ESn7qYWWkAE7IL4.jpg', 'https://pbs.twimg.com/media/ESn7vXzX0AUSkoy.jpg']",0,0,1,['#8m'],[],https://twitter.com/SelfcareeQueen1/status/1236796417563332610,False,,0,,,,,,,"[{'user_id': '840779144933830656', 'username': 'SelfcareeQueen1'}]",
